id,url,label
1,http://251.50.86.74/update/c7c05a0c,1
2,http://77.199.50.82/update/1f18bd74,1
3,http://1necqoroi5j8yit2kodw.gq/6c2cd992/a7934ca8/ee497d7e,1
4,http://secure.login.agihj.top/account/4454,1
5,https://payment-portal.service.xyz/login?redirect=home,1
6,http://password-suspend.axis.ga/verify?id=96805,1
7,http://signin-bank.kotak.info/verify?id=12080,1
8,http://login.update.aabfg.info/account/7435,1
9,https://secure-portal.service.ml/login?redirect=home,1
10,http://229.227.63.91/amazon/8fc76a29,1
11,http://hak7mdwkzirn.ga/153a94be/2cd543c3/5c8785e7,1
12,http://254.129.232.1/alert/50a010e5,1
13,http://n15ikpqahcua09pcifl.ml/a0a687d1/9772db31/b1b98085,1
14,http://verify.update.ageba.tk/account/5831,1
15,http://d1ivxan25wm72qlgdv.ml/378c2f13/ccac324f/32c13e92,1
16,http://verify.verify.fiieb.gq/account/4297,1
17,http://88.96.243.178/suspend/4f4041c2,1
18,http://127.112.1.164/paypal/62d27871,1
19,http://3aamtfpw6m9hkh.ga/5f2ca78a/406b8ed6/499988bc,1
20,http://bank.verify.fgdeg.tk/account/4098,1
21,https://credential-portal.help.cf/login?redirect=home,1
22,http://verify.login.iijic.ml/account/8711,1
23,https://secure-portal.service.cf/login?redirect=home,1
24,http://nsgzsr8ruw2xh6qihpnf.xyz/eb6e2da2/f10f1ea1/eb8e22be,1
25,http://account.secure.aacbd.ga/account/5496,1
26,http://update.login.acihe.top/account/1194,1
27,http://985i0hivtq3md4p7pp4b.cf/3c9a67f0/4062fa68/c9f43379,1
28,http://amazon.secure.fbbfe.ga/account/2527,1
29,http://account.verify.ageba.top/account/5650,1
30,http://paypal.login.gaafb.top/account/7407,1
31,http://account.verify.feaji.cf/account/4369,1
32,http://alert-urgent.pnb.cf/verify?id=87003,1
33,http://payment.update.cabad.gq/account/9615,1
34,http://urgent-suspend.sbi.info/verify?id=21941,1
35,http://suspend-ebay.yes bank.ga/verify?id=90350,1
36,http://alert.verify.bgedg.ml/account/7447,1
37,http://62.80.140.226/credential/5b69917b,1
38,http://secure-account.kotak.biz/verify?id=63752,1
39,http://jsqcz0n04oae7l.info/1b2d9c77/cabe20b6/4cfda4d5,1
40,https://account-portal.service.top/login?redirect=home,1
41,http://suspend-verify.sbi.tk/verify?id=59465,1
42,http://paypal.login.jbaaa.gq/account/2035,1
43,http://account.verify.hafid.gq/account/4393,1
44,https://amazon-portal.support.top/login?redirect=home,1
45,http://bank.secure.dbedd.info/account/4606,1
46,http://169.142.188.12/secure/91720679,1
47,https://confirm-portal.support.ga/login?redirect=home,1
48,https://signin-portal.service.top/login?redirect=home,1
49,http://signin.verify.gidie.xyz/account/1289,1
50,https://suspend-portal.service.top/login?redirect=home,1
51,http://payment.secure.cgidh.gq/account/2300,1
52,http://36.191.255.76/bank/cda9406f,1
53,http://signin-verify.yes bank.biz/verify?id=94940,1
54,http://login-paypal.kotak.xyz/verify?id=41752,1
55,http://verify.verify.igcif.cf/account/8247,1
56,http://17.251.35.245/bank/a00cc37d,1
57,https://secure-portal.service.top/login?redirect=home,1
58,http://fhpvku8h5r8mnqpv.top/676a0768/3c5e1103/bc1cda25,1
59,http://778nrxvob7nugpj60s.info/4fa00d18/f5a4c39c/d34cbb50,1
60,https://secure-portal.support.biz/login?redirect=home,1
61,http://3jk8xnlo50dw1m.cf/ed55ac1b/600e0ccc/12b3dd56,1
62,http://password.update.ejbga.ml/account/7188,1
63,http://71.32.175.8/paypal/25ba7a40,1
64,http://55.3.192.155/payment/0792f1f9,1
65,http://paypal-ebay.yes bank.top/verify?id=90059,1
66,http://250.182.169.207/account/a8189ab3,1
67,http://ebay.update.ggeeb.xyz/account/1272,1
68,http://verify-signin.axis.info/verify?id=89529,1
69,http://02m77rxzdnvz552zbr.ml/e427c1b4/dd64b05c/886de18b,1
70,http://urgent.secure.hdcfj.ml/account/6623,1
71,http://x28pijkemvg7ueln0l.biz/d00668c4/3ba7f7ed/4ce577af,1
72,https://account-portal.service.ga/login?redirect=home,1
73,https://urgent-portal.help.gq/login?redirect=home,1
74,http://amazon-verify.icici.xyz/verify?id=37605,1
75,http://verify.verify.ihcij.cf/account/1353,1
76,https://amazon-portal.help.xyz/login?redirect=home,1
77,http://1otkzh4oe1u24zqfe.info/ecd55a53/49c9078b/9ca94394,1
78,http://biry8xny2x15xjx.xyz/abb48d39/15b3095e/cf572050,1
79,https://payment-portal.support.info/login?redirect=home,1
80,https://account-portal.service.gq/login?redirect=home,1
81,http://47.92.2.143/suspend/7bcdc38a,1
82,http://130.152.186.248/confirm/10ae0375,1
83,http://uzs9mthd3igk38.biz/dfc3be08/0be052b5/95df4730,1
84,http://signin.update.djccf.biz/account/7664,1
85,http://85.45.185.233/signin/7c7eb0d0,1
86,http://45.156.250.25/payment/f4eebaf7,1
87,http://ebay.update.ebafb.cf/account/3337,1
88,http://b09zivzg92sjp753.ga/4be674bd/b3be86a9/48c1442b,1
89,http://158.97.3.183/alert/66d60893,1
90,https://verify-portal.support.info/login?redirect=home,1
91,https://paypal-portal.support.cf/login?redirect=home,1
92,http://update-payment.sbi.xyz/verify?id=65407,1
93,http://g8my344krjawo778s6.info/87aa1ebf/50a0d280/8a6e1ff8,1
94,https://password-portal.help.ml/login?redirect=home,1
95,http://f0a5zdkeplbx88.ga/b114c660/557c96cf/a4a703a1,1
96,http://urgent-secure.axis.top/verify?id=90951,1
97,http://payment.verify.chijc.top/account/4250,1
98,http://zsg9vwieb97pw.ml/70259d0a/0abf95d8/ca4fee30,1
99,http://urgent-ebay.pnb.xyz/verify?id=24618,1
100,http://172.6.66.85/ebay/6f73f5d1,1
101,http://34.61.21.151/bank/d2b04e27,1
102,https://update-portal.support.tk/login?redirect=home,1
103,http://alert.login.ihifd.xyz/account/8347,1
104,http://234.223.34.124/alert/307ce0e0,1
105,http://204.97.203.127/payment/0c7171ec,1
106,http://bank.secure.ihehf.ga/account/4609,1
107,http://password-account.axis.cf/verify?id=15978,1
108,https://paypal-portal.support.ga/login?redirect=home,1
109,http://password.verify.chgci.biz/account/2903,1
110,http://167.177.188.84/secure/09ec9e05,1
