id,text,label
1,Reminder: Your subscription renews on 2025-01-09. No action needed if you wish to continue.,0
2,Conference registration confirmed. You're attending TechSummit 2024. Badge pickup at Gate A.,0
3,"Monthly Newsletter: Top stories in tech this week - AI advances, new product launches, industry trends.",0
4,"Monthly Newsletter: Top stories in tech this week - AI advances, new product launches, industry trends.",0
5,आपकी मीटिंग कल सुबह 10 बजे है। कृपया समय पर आएं। एजेंडा अटैच है।,0
6,Reminder: Your subscription renews on 2024-02-28. No action needed if you wish to continue.,0
7,"Team, the sprint review is scheduled for Friday at 3 PM. Please update your tickets before then.",0
8,"Happy Birthday! As a valued customer, enjoy 10% off your next purchase with code BDAY82999.",0
9,आपकी मीटिंग कल सुबह 10 बजे है। कृपया समय पर आएं। एजेंडा अटैच है।,0
10,"Team, the sprint review is scheduled for Friday at 3 PM. Please update your tickets before then.",0
11,"Happy Birthday! As a valued customer, enjoy 10% off your next purchase with code BDAY99717.",0
12,Quarterly report Q1 is now available. Revenue up 12%. Full report in the attached PDF.,0
13,सभी कर्मचारियों को सूचित किया जाता है कि वार्षिक परीक्षा 2025-07-11 को होगी।,0
14,तुमची मीटिंग उद्या आहे. कृपया वेळेवर या. अजेंडा संलग्न आहे.,0
15,टीम को सूचित किया जाता है कि इस शुक्रवार को कोई काम नहीं होगा। छुट्टी का आनंद लें।,0
16,आपकी मीटिंग कल सुबह 10 बजे है। कृपया समय पर आएं। एजेंडा अटैच है।,0
17,Project update: Milestone 3 completed ahead of schedule. Next milestone due in 2 weeks.,0
18,Your order #8925 has been shipped. Expected delivery: 2026-05-21. Track at our official website.,0
19,तुमची मीटिंग उद्या आहे. कृपया वेळेवर या. अजेंडा संलग्न आहे.,0
20,"Monthly Newsletter: Top stories in tech this week - AI advances, new product launches, industry trends.",0
21,"Your password was changed successfully. If you didn't make this change, contact support immediately.",0
22,आपकी मीटिंग कल सुबह 10 बजे है। कृपया समय पर आएं। एजेंडा अटैच है।,0
23,Conference registration confirmed. You're attending TechSummit 2025. Badge pickup at Gate A.,0
24,सभी कर्मचारियों को सूचित किया जाता है कि वार्षिक परीक्षा 2024-05-25 को होगी।,0
25,Your order #2610 has been shipped. Expected delivery: 2024-08-12. Track at our official website.,0
26,Webinar reminder: 'Machine Learning in Healthcare' starts in 1 hour. Join link in calendar invite.,0
27,Your order #24507 has been shipped. Expected delivery: 2026-01-13. Track at our official website.,0
28,आपका ऑर्डर #60866 डिलीवर हो गया है। कृपया रेटिंग दें।,0
29,आपकी मीटिंग कल सुबह 10 बजे है। कृपया समय पर आएं। एजेंडा अटैच है।,0
30,"Hi team, please find the meeting agenda for tomorrow's standup attached. We'll discuss the Q2 roadmap.",0
31,Your order #19661 has been shipped. Expected delivery: 2025-02-02. Track at our official website.,0
32,"Monthly Newsletter: Top stories in tech this week - AI advances, new product launches, industry trends.",0
33,Your invoice #INV-35208 is ready. Amount due: ₹21144. Payment due by 2025-12-27.,0
34,Quarterly report Q3 is now available. Revenue up 12%. Full report in the attached PDF.,0
35,आपका ऑर्डर #47961 डिलीवर हो गया है। कृपया रेटिंग दें।,0
36,तुमची मीटिंग उद्या आहे. कृपया वेळेवर या. अजेंडा संलग्न आहे.,0
37,Welcome to our platform! Your account has been created. Username: sneha22. Visit our help center to get started.,0
38,"Hi team, please find the meeting agenda for tomorrow's standup attached. We'll discuss the Q3 roadmap.",0
39,"Monthly Newsletter: Top stories in tech this week - AI advances, new product launches, industry trends.",0
40,सभी कर्मचारियों को सूचित किया जाता है कि वार्षिक परीक्षा 2025-08-01 को होगी।,0
41,Welcome to our platform! Your account has been created. Username: sneha92. Visit our help center to get started.,0
42,आपकी मीटिंग कल सुबह 10 बजे है। कृपया समय पर आएं। एजेंडा अटैच है।,0
43,Project update: Milestone 3 completed ahead of schedule. Next milestone due in 2 weeks.,0
44,तुमची मीटिंग उद्या आहे. कृपया वेळेवर या. अजेंडा संलग्न आहे.,0
